prop_id,slug,fate,fate_vehicle,furthest_stage,furthest_stage_vehicle,dropped_in_consolidation,final_vehicles,all_vehicles,roll_calls,detail,fate_citation,stage_citation
P-142,edtech-operator-profiling-ban,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-143,edtech-operator-sale-ban,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-144,edtech-operator-disclosure-limits,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-145,edtech-operator-reasonable-security,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-146,edtech-operator-return-destroy,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-147,edtech-contract-mandatory-terms,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-148,dese-data-governance-cpo,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-149,dese-data-inventory-transparency,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-150,district-privacy-policy-breach-reporting,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-151,district-data-inventory-operator-list,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-152,district-staff-privacy-training,died_no_recorded_action,H532,reported_favorably,H532,no,H532;S280,H532;S280,,final vehicle H532 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H532,https://malegislature.gov/Bills/193/H532
P-153,public-records-ferpa-exemption,died_no_recorded_action,H4266,second_reading,H4266,no,H4266,H1283;H4266;S844,,final vehicle H4266 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4266,https://malegislature.gov/Bills/193/H4266
P-154,e2c-center-system-board,died_no_recorded_action,H4421,reported_favorably,H4421,no,H4421;S2666,H4421;H530;S2666;S343,,final vehicle H4421 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4421,https://malegislature.gov/Bills/193/H4421
P-155,e2c-agency-data-mandate,died_no_recorded_action,H4421,reported_favorably,H4421,no,H4421;S2666,H4421;H530;S2666;S343,,final vehicle H4421 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4421,https://malegislature.gov/Bills/193/H4421
P-156,e2c-ferpa-authorized-rep,died_no_recorded_action,H4421,reported_favorably,H4421,no,H4421;S2666,H4421;H530;S2666;S343,,final vehicle H4421 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4421,https://malegislature.gov/Bills/193/H4421
P-157,e2c-strategic-initiative-evaluation,died_no_recorded_action,H4421,reported_favorably,H4421,no,H4421;S2666,H4421;H530;S2666;S343,,final vehicle H4421 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4421,https://malegislature.gov/Bills/193/H4421
P-158,e2c-local-rpp-linking,died_no_recorded_action,H4421,reported_favorably,H4421,no,H4421;S2666,H4421;H530;S2666;S343,,final vehicle H4421 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4421,https://malegislature.gov/Bills/193/H4421
P-159,student-social-media-password-ban-highered,sent_to_study,H1893,heard,H1893,no,H1893,H1893,,final vehicle H1893 accompanied study order H4570; no public explanation of substance,https://malegislature.gov/Bills/193/H1893,https://malegislature.gov/Bills/193/H1893
P-160,student-social-media-password-ban-k12,sent_to_study,H1893,heard,H1893,no,H1893,H1893,,final vehicle H1893 accompanied study order H4570; no public explanation of substance,https://malegislature.gov/Bills/193/H1893,https://malegislature.gov/Bills/193/H1893
P-161,employee-social-media-password-ban,sent_to_study,H1893,heard,H1893,no,H1893,H1893,,final vehicle H1893 accompanied study order H4570; no public explanation of substance,https://malegislature.gov/Bills/193/H1893,https://malegislature.gov/Bills/193/H1893
P-162,minor-directed-prohibited-product-ads,died_no_recorded_action,H80,reporting_extended,H80,yes,H80,H80,,dropped in consolidation: H80 superseded by H4632 which does not carry this proposition; no public explanation,https://malegislature.gov/Bills/193/H80,https://malegislature.gov/Bills/193/H80
P-163,minor-info-marketing-use-ban,died_no_recorded_action,H80,reporting_extended,H80,yes,H80,H80,,dropped in consolidation: H80 superseded by H4632 which does not carry this proposition; no public explanation,https://malegislature.gov/Bills/193/H80,https://malegislature.gov/Bills/193/H80
P-164,minor-eraser-right,died_no_recorded_action,H80,reporting_extended,H80,yes,H80,H80,,dropped in consolidation: H80 superseded by H4632 which does not carry this proposition; no public explanation,https://malegislature.gov/Bills/193/H80,https://malegislature.gov/Bills/193/H80
P-165,children-social-media-commission,sent_to_study,H1986,heard,H1986,no,H1986,H1986,,final vehicle H1986 accompanied study order H4712; no public explanation of substance,https://malegislature.gov/Bills/193/H1986,https://malegislature.gov/Bills/193/H1986
P-171,le-biometric-surveillance-ban,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-172,rmv-fr-identity-verification,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-173,state-police-fr-gateway,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-174,emergency-fr-court-filing,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-175,fr-defendant-notice-discovery,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-176,le-fr-search-transparency,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-177,nonle-agency-fr-transparency,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-178,emotion-video-analysis-ban,died_no_recorded_action,H4359,reported_favorably,H4359,no,H4359,H1728;H4359;S927,,final vehicle H4359 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4359,https://malegislature.gov/Bills/193/H4359
P-179,rmv-fr-search-public-notice,sent_to_study,S1551,reporting_extended,S1551,no,S1551,S1551,,final vehicle S1551 accompanied study order S2777; no public explanation of substance,https://malegislature.gov/Bills/193/S1551,https://malegislature.gov/Bills/193/S1551
P-181,drone-operation-gateway,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-182,drone-data-minimization,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-183,drone-biometric-analysis-ban,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-184,drone-first-amendment-shield,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-185,drone-exclusionary-rule,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-186,drone-warrant-subject-notice,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-187,drone-warrant-judicial-reporting,died_no_recorded_action,S1557,reported_favorably,S1557,no,S1557,S1557,,final vehicle S1557 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S1557,https://malegislature.gov/Bills/193/S1557
P-191,alpr-use-restriction,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-192,alpr-accuracy-verification,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-193,alpr-le-48h-destruction,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-194,alpr-eopss-120day-retention,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-195,alpr-vendor-retention-parity,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-196,alpr-access-limits,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-197,alpr-secondary-use-ban,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-198,alpr-admissibility-limits,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-199,alpr-private-right-of-action,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-200,alpr-ag-enforcement,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-201,alpr-annual-reporting,sent_to_study,H3431,heard,H3431,no,H3431,H3431,,final vehicle H3431 accompanied study order H4714; no public explanation of substance,https://malegislature.gov/Bills/193/H3431,https://malegislature.gov/Bills/193/H3431
P-205,toll-tech-purpose-limitation,sent_to_study,H1455,reported_favorably,H3404,no,H1455;H3404;S209,H1455;H3404;S209,,final vehicle H1455 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1455,https://malegislature.gov/Bills/193/H3404
P-206,toll-data-le-warrant,sent_to_study,H1455,reported_favorably,H3404,no,H1455;H3404;H3434;S209,H1455;H3404;H3434;S209,,final vehicle H1455 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1455,https://malegislature.gov/Bills/193/H3404
P-207,toll-data-exclusionary-rule,sent_to_study,H1455,reported_favorably,H3404,no,H1455;H3404;S209,H1455;H3404;S209,,final vehicle H1455 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1455,https://malegislature.gov/Bills/193/H3404
P-208,toll-data-private-action,sent_to_study,H1455,reported_favorably,H3404,no,H1455;H3404;H3434;S209,H1455;H3404;H3434;S209,,final vehicle H1455 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1455,https://malegislature.gov/Bills/193/H3404
P-209,toll-data-93a-hook,sent_to_study,H1455,reporting_extended,S209,no,H1455;S209,H1455;S209,,final vehicle H1455 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1455,https://malegislature.gov/Bills/193/S209
P-210,dot-tolling-access-restriction,died_no_recorded_action,H3404,reported_favorably,H3404,no,H3404;H3434,H3404;H3434,,final vehicle H3404 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H3404,https://malegislature.gov/Bills/193/H3404
P-211,tolling-data-120day-destruction,died_no_recorded_action,H3404,reported_favorably,H3404,no,H3404;H3434,H3404;H3434,,final vehicle H3404 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H3404,https://malegislature.gov/Bills/193/H3404
P-212,toll-data-ag-enforcement,died_no_recorded_action,H3404,reported_favorably,H3404,no,H3404,H3404,,final vehicle H3404 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H3404,https://malegislature.gov/Bills/193/H3404
P-213,alpr-14day-retention-90K,died_no_recorded_action,H3404,reported_favorably,H3404,no,H3404,H3404,,final vehicle H3404 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H3404,https://malegislature.gov/Bills/193/H3404
P-214,vehicle-telematics-le-warrant,died_no_recorded_action,H3404,reported_favorably,H3404,no,H3404,H3404,,final vehicle H3404 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H3404,https://malegislature.gov/Bills/193/H3404
P-215,vehicle-tracking-device-criminal-ban,sent_to_study,H1572,heard,H1572,no,H1572;H1809,H1572;H1809,,final vehicle H1572 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1572,https://malegislature.gov/Bills/193/H1572
P-223,trigger-lead-solicitation-93a,died_no_recorded_action,H1049,reported_favorably,H1049,no,H1049,H1049,,final vehicle H1049 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H1049,https://malegislature.gov/Bills/193/H1049
P-224,billing-data-pass-prohibition,died_no_recorded_action,H326,reporting_extended,H326,no,H326,H326,,final vehicle H326 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H326,https://malegislature.gov/Bills/193/H326
P-225,financial-institution-nondisclosure,died_no_recorded_action,H326,reporting_extended,H326,no,H326,H326,,final vehicle H326 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H326,https://malegislature.gov/Bills/193/H326
P-226,malicious-doxing-civil-action,sent_to_study,H1707,heard,H1707,no,H1707;S971,H1707;S971,,final vehicle H1707 accompanied study order H4517; no public explanation of substance,https://malegislature.gov/Bills/193/H1707,https://malegislature.gov/Bills/193/H1707
P-231,ad-network-notice,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-232,publisher-privacy-policy-requirement,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-233,opm-opt-out,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-234,sensitive-data-opm-opt-in,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-235,pii-merger-consent,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-236,ad-network-data-security,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-237,ad-network-consumer-access,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-238,ad-data-24month-retention-limit,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-239,ad-network-ag-enforcement,sent_to_study,H395,heard,H395,no,H395,H395,,final vehicle H395 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H395,https://malegislature.gov/Bills/193/H395
P-241,chd-privacy-policy,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-242,chd-optin-consent,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-243,chd-nonretaliation,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-245,chd-security-minimization,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-246,chd-sale-ban,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-247,psc-data-processing-standards,sent_to_study,H377,heard,H377,no,H377;S174,H377;S174,,final vehicle H377 accompanied study order H4680; no public explanation of substance,https://malegislature.gov/Bills/193/H377,https://malegislature.gov/Bills/193/H377
P-251,e911-audio-confidential,died_no_recorded_action,H4323,reported_favorably,H4323,no,H4323,H1442;H4323;S1022,,final vehicle H4323 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4323,https://malegislature.gov/Bills/193/H4323
P-252,e911-transcript-public,died_no_recorded_action,H4323,reported_favorably,H4323,no,H4323,H1442;H4323;S1022,,final vehicle H4323 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4323,https://malegislature.gov/Bills/193/H4323
P-253,e911-retention-1yr,died_no_recorded_action,H4323,reported_favorably,H4323,no,H4323,H4323,,final vehicle H4323 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4323,https://malegislature.gov/Bills/193/H4323
P-254,lottery-winner-anonymity,sent_to_study,S194,heard,S194,no,S194,S194,,final vehicle S194 accompanied study order S2630; no public explanation of substance,https://malegislature.gov/Bills/193/S194,https://malegislature.gov/Bills/193/S194
P-255,victim-comp-records-confidential,sent_to_study,S938,reporting_extended,S938,no,S938,S938,,final vehicle S938 accompanied study order S2926; no public explanation of substance,https://malegislature.gov/Bills/193/S938,https://malegislature.gov/Bills/193/S938
P-256,firearm-records-maintenance-ban,sent_to_study,H3863,reporting_extended,H3863,no,H3863,H3863,,final vehicle H3863 accompanied study order H4902; no public explanation of substance,https://malegislature.gov/Bills/193/H3863,https://malegislature.gov/Bills/193/H3863
P-257,firearm-records-disclosure-ban,sent_to_study,H3863,reporting_extended,H3863,no,H3863,H3863,,final vehicle H3863 accompanied study order H4902; no public explanation of substance,https://malegislature.gov/Bills/193/H3863,https://malegislature.gov/Bills/193/H3863
P-258,firearm-records-destruction,sent_to_study,H3863,reporting_extended,H3863,no,H3863,H3863,,final vehicle H3863 accompanied study order H4902; no public explanation of substance,https://malegislature.gov/Bills/193/H3863,https://malegislature.gov/Bills/193/H3863
P-259,firearm-records-harm-relief,sent_to_study,H3863,reporting_extended,H3863,no,H3863,H3863,,final vehicle H3863 accompanied study order H4902; no public explanation of substance,https://malegislature.gov/Bills/193/H3863,https://malegislature.gov/Bills/193/H3863
P-260,waiting-room-confidentiality-right,sent_to_study,S1368,heard,S1368,no,S1368,S1368,,final vehicle S1368 accompanied study order S2648; no public explanation of substance,https://malegislature.gov/Bills/193/S1368,https://malegislature.gov/Bills/193/S1368
P-261,waiting-room-anonymity-system,sent_to_study,S1368,heard,S1368,no,S1368,S1368,,final vehicle S1368 accompanied study order S2648; no public explanation of substance,https://malegislature.gov/Bills/193/S1368,https://malegislature.gov/Bills/193/S1368
P-266,ndii-distribution-ban,enacted_as_filed,H4744,enacted,H4744,no,H4744,H1745;H4115;H4241;H4744;S1012;S1139,"2024-06-12 Committee of conference report accepted - 156 YEAS to 0 NAYS (See YEA and NAY No; 2024-06-13 Committee of conference report accepted, in concurrence -see Roll Call #179 (Yea; 2024-06-13 Enacted - 152 YEAS to 0 NAYS (See YEA and NAY No. 121)","enacted via H4744: Signed by the Governor, Chapter 118 of the Acts of 2024",https://malegislature.gov/Bills/193/H4744,https://malegislature.gov/Bills/193/H4744
P-271,comp-right-access,died_no_recorded_action,H4632,reported_favorably,H4632,no,H4632;S2770,H4632;H83;S25;S2770,,final vehicle H4632 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4632,https://malegislature.gov/Bills/193/H4632
P-272,comp-right-correct,died_no_recorded_action,H4632,reported_favorably,H4632,no,H4632;S2770,H4632;H83;S25;S2770,,final vehicle H4632 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4632,https://malegislature.gov/Bills/193/H4632
P-273,comp-right-delete,died_no_recorded_action,H4632,reported_favorably,H4632,no,H4632;S2770,H4632;H83;S25;S2770,,final vehicle H4632 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4632,https://malegislature.gov/Bills/193/H4632
P-274,comp-right-export,died_no_recorded_action,H4632,reported_favorably,H4632,no,H4632;S2770,H4632;H83;S25;S2770,,final vehicle H4632 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4632,https://malegislature.gov/Bills/193/H4632
P-275,gdpr-right-access,sent_to_study,H1555,reporting_extended,H60,yes,H1555;H60;S227,H1555;H60;S227,,"final vehicle H1555 accompanied study order H4517; no public explanation of substance; also dropped in consolidation from H60,S227 (no public explanation)",https://malegislature.gov/Bills/193/H1555,https://malegislature.gov/Bills/193/H60
P-276,gdpr-right-portability,sent_to_study,H1555,reporting_extended,H60,yes,H1555;H60;S227,H1555;H60;S227,,"final vehicle H1555 accompanied study order H4517; no public explanation of substance; also dropped in consolidation from H60,S227 (no public explanation)",https://malegislature.gov/Bills/193/H1555,https://malegislature.gov/Bills/193/H60
P-277,chd-right-know,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-278,chd-right-delete,died_no_recorded_action,H386,reporting_extended,H386,no,H386;S184,H386;S184,,final vehicle H386 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H386,https://malegislature.gov/Bills/193/H386
P-280,ndii-court-record-confidentiality,enacted_as_filed,H4744,enacted,H4744,no,H4744,H1745;H4115;H4241;H4744;S1012;S1139,"2024-06-12 Committee of conference report accepted - 156 YEAS to 0 NAYS (See YEA and NAY No; 2024-06-13 Committee of conference report accepted, in concurrence -see Roll Call #179 (Yea; 2024-06-13 Enacted - 152 YEAS to 0 NAYS (See YEA and NAY No. 121)","enacted via H4744: Signed by the Governor, Chapter 118 of the Acts of 2024",https://malegislature.gov/Bills/193/H4744,https://malegislature.gov/Bills/193/H4744
P-281,location-precision-limit,died_no_recorded_action,H357,in_second_branch,H4844,no,H357;H4632;H4844;S148;S2770,H357;H4632;H4844;S148;S2770,2024-07-10 Passed to be engrossed -,final vehicle H357 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H357,https://malegislature.gov/Bills/193/H4844
P-282,location-retention-limit,died_no_recorded_action,H357,in_second_branch,H4844,no,H357;H4632;H4844;S148;S2770,H357;H4632;H4844;S148;S2770,2024-07-10 Passed to be engrossed -,final vehicle H357 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H357,https://malegislature.gov/Bills/193/H4844
P-283,location-inference-limit,died_no_recorded_action,H357,in_second_branch,H4844,no,H357;H4632;H4844;S148;S2770,H357;H4632;H4844;S148;S2770,2024-07-10 Passed to be engrossed -,final vehicle H357 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H357,https://malegislature.gov/Bills/193/H4844
P-284,location-sale-ban,died_no_recorded_action,H357,in_second_branch,H4844,no,H357;H4632;H4844;S148;S2770,H357;H4632;H4844;S148;S2770,2024-07-10 Passed to be engrossed -,final vehicle H357 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H357,https://malegislature.gov/Bills/193/H4844
P-285,location-thirdparty-disclosure-limit,died_no_recorded_action,H357,in_second_branch,H4844,no,H357;H4632;H4844;S148;S2770,H357;H4632;H4844;S148;S2770,2024-07-10 Passed to be engrossed -,final vehicle H357 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H357,https://malegislature.gov/Bills/193/H4844
P-286,location-govt-disclosure-notice-rulemaking,died_no_recorded_action,H4844,in_second_branch,H4844,no,H4844,H4844,2024-07-10 Passed to be engrossed -,final vehicle H4844 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/H4844,https://malegislature.gov/Bills/193/H4844
P-287,ai-training-data-security-rulemaking,died_no_recorded_action,S2539,reported_favorably,S2539,no,S2539,S2539,,final vehicle S2539 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S2539,https://malegislature.gov/Bills/193/S2539
P-288,ai-training-data-consent-rulemaking,died_no_recorded_action,S2539,reported_favorably,S2539,no,S2539,S2539,,final vehicle S2539 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S2539,https://malegislature.gov/Bills/193/S2539
P-289,ai-training-data-deletion-rulemaking,died_no_recorded_action,S2539,reported_favorably,S2539,no,S2539,S2539,,final vehicle S2539 ended with no further action; no public explanation,https://malegislature.gov/Bills/193/S2539,https://malegislature.gov/Bills/193/S2539
P-291,notary-personal-info-use-restriction,enacted_other_vehicle,H58,enacted,H58,no,H1525;H58;S943,H1525;H58;S943,2023-03-01 Passed to be engrossed - 153 YEAS to 0 NAYS (See YEA and NAY No. 11); 2023-03-09 Passed to be engrossed -see Roll Call #14 (Yeas 40 to Nays 0); 2023-03-23 Enacted - 153 YEAS to 0 NAYS (See YEA and NAY No. 13); 2023-03-23 Enacted -see Roll Call #15 (Yeas 39 to Nays 0),"enacted via vehicle H58 (Signed by the Governor, Chapter 2 of the Acts of 2023); filed carriers H1525,S943 have no official chain to it (absorption established by text adjudication, see data/enacted_adjudication.csv and the absorbed_into_vehicle links)",https://malegislature.gov/Bills/193/H58,https://malegislature.gov/Bills/193/H58
